statename,districtname,blockname,season,sector,category,crop,querytype,querytext,createdon,year,month,clean_query
TELANGANA,WARANGAL,MOHADI,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-16T07:47:00,2025,3,farmer asked about control blight attack in green gram 
MAHARASHTRA,YAVATMAL,SAKOLI,,AGRICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Groundnut?,2025-01-13T02:42:00,2025,1,farmer asked about government subsidy for groundnut
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Pest,Others,Seeds,Farmer asked about disease management in Turmeric?,2025-01-06T14:14:00,2025,1,farmer asked about disease management in turmeric
TELANGANA,KARIMNAGAR,PAUNI,,AGRICULTURE,Pest,Others,Weather,Farmer asked about disease management in Wheat?,2025-03-24T17:36:00,2025,3,farmer asked about disease management in wheat
KARNATAKA,HUBBALLI,PUSAD,,AGRICULTURE,Pest,Others,Market,Farmer asked about pest control in Chilli?,2025-01-21T05:04:00,2025,1,farmer asked about pest control in chilli
TELANGANA,WARANGAL,PUSAD,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-13T21:11:00,2025,1,farmer asked about fertilizer doses for citrus crop 
UTTAR PRADESH,LUCKNOW,RALEGAON,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-01-30T07:21:00,2025,1,farmer asked about kisan credit card
UTTAR PRADESH,KANPUR,PAUNI,,HORTICULTURE,Scheme,Others,Weather,Farmer asked about government subsidy for Groundnut?,2025-03-23T07:35:00,2025,3,farmer asked about government subsidy for groundnut
MADHYA PRADESH,UJJAIN,PAUNI,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about suitable variety for Rice?,2025-02-25T09:55:00,2025,2,farmer asked about suitable variety for rice
MADHYA PRADESH,INDORE,PAUNI,,AGRICULTURE,Market,Others,Seeds,Farmer asked about market rate of Turmeric?,2025-01-30T05:39:00,2025,1,farmer asked about market rate of turmeric
MADHYA PRADESH,BHOPAL,PUSAD,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-09T22:36:00,2025,2,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
TELANGANA,KARIMNAGAR,PUSAD,,HORTICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-04T23:28:00,2025,2,farmer asked about market rate of bengal gram
MADHYA PRADESH,BHOPAL,PUSAD,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-04T09:36:00,2025,2,farmer asked about kisan credit card
TELANGANA,WARANGAL,MOHADI,,AGRICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-25T10:28:00,2025,2,farmer asked about market information of soybean crop from wardha market 
UTTAR PRADESH,MEERUT,PAUNI,,AGRICULTURE,Pest,Others,Nutrient Management,Farmer asked about disease management in Groundnut?,2025-01-14T14:49:00,2025,1,farmer asked about disease management in groundnut
KARNATAKA,MYSURU,MOHADI,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-20T18:03:00,2025,1,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
MAHARASHTRA,AKOLA,UMARKHED,,AGRICULTURE,Pest,Others,Government Schemes,Farmer asked about disease management in Green gram?,2025-02-22T04:49:00,2025,2,farmer asked about disease management in green gram
MAHARASHTRA,AKOLA,MOHADI,,HORTICULTURE,Weather,Others,Plant Protection,Farmer asked about weather impact on Wheat?,2025-03-15T09:24:00,2025,3,farmer asked about weather impact on wheat
MAHARASHTRA,YAVATMAL,UMARKHED,,AGRICULTURE,Other,Others,Plant Protection,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-12T08:39:00,2025,2,famer asked about how to store turmeric rhizomes
UTTAR PRADESH,LUCKNOW,RALEGAON,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about irrigation schedule for Rice?,2025-01-23T20:07:00,2025,1,farmer asked about irrigation schedule for rice
KARNATAKA,MYSURU,PUSAD,,HORTICULTURE,Market,Others,Government Schemes,Farmer asked about market rate of Maize?,2025-03-03T00:11:00,2025,3,farmer asked about market rate of maize
UTTAR PRADESH,MEERUT,PUSAD,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-02-11T17:40:00,2025,2,farmer asked about which varieties are sutaible for pigeon pea crop production 
MAHARASHTRA,AKOLA,SAKOLI,,AGRICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-03-18T02:14:00,2025,3,farmer asked about market rate of turmeric crop
MADHYA PRADESH,BHOPAL,UMARKHED,,AGRICULTURE,Nutrient,Others,Weather,Farmer asked about nutrient spray for flowering in Soybean?,2025-01-09T12:57:00,2025,1,farmer asked about nutrient spray for flowering in soybean
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about suitable variety for Wheat?,2025-01-24T15:29:00,2025,1,farmer asked about suitable variety for wheat
MADHYA PRADESH,INDORE,PUSAD,,HORTICULTURE,Weather,Others,Market,Farmer asked query on Weather,2025-02-08T11:48:00,2025,2,farmer asked query on weather
KARNATAKA,HUBBALLI,MOHADI,,HORTICULTURE,Scheme,Others,Nutrient Management,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-08T08:55:00,2025,2,farmer asked about drip irrigation schemes 
KARNATAKA,BELAGAVI,SAKOLI,,HORTICULTURE,Other,Others,Weather,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-12T11:42:00,2025,2,famer asked about how to store turmeric rhizomes
UTTAR PRADESH,KANPUR,MOHADI,,HORTICULTURE,Pest,Others,Seeds,Farmer asked about pest control in Sugarcane?,2025-02-21T09:04:00,2025,2,farmer asked about pest control in sugarcane
MAHARASHTRA,LATUR,MOHADI,,AGRICULTURE,Other,Others,Market,Farmer asked about crop insurance for Tomato?,2025-01-28T13:00:00,2025,1,farmer asked about crop insurance for tomato
MAHARASHTRA,YAVATMAL,UMARKHED,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-01-10T22:57:00,2025,1,farmer asked about kisan credit card
MADHYA PRADESH,INDORE,RALEGAON,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-01-10T15:29:00,2025,1,farmer asked about pradhanmantri fasal bima yojana helpline number
TELANGANA,KARIMNAGAR,PUSAD,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-03-20T20:39:00,2025,3,farmer asked about pradhanmantri fasal bima yojana helpline number
MAHARASHTRA,AKOLA,PAUNI,,AGRICULTURE,Nutrient,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-21T18:01:00,2025,2,farmer asked about fertilizer dose for soybean crop
MADHYA PRADESH,INDORE,SAKOLI,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-01-25T20:21:00,2025,1,farmer asked about control of blight attack on paddy crop 
MAHARASHTRA,NAGPUR,RALEGAON,,HORTICULTURE,Weather,Others,Market,Farmer asked about weather impact on Turmeric?,2025-03-10T05:50:00,2025,3,farmer asked about weather impact on turmeric
MAHARASHTRA,WARDHA,UMARKHED,,HORTICULTURE,Other,Others,Government Schemes,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-18T13:09:00,2025,1,famer asked about how to store turmeric rhizomes
KARNATAKA,HUBBALLI,RALEGAON,,AGRICULTURE,Nutrient,Others,Plant Protection,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-18T17:48:00,2025,2,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
UTTAR PRADESH,LUCKNOW,MOHADI,,HORTICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-22T18:40:00,2025,2,farmer asked about market rate of green gram in pusad market 
MAHARASHTRA,WARDHA,SAKOLI,,HORTICULTURE,Weather,Others,Government Schemes,Farmer asked about weather impact on Onion?,2025-03-07T17:06:00,2025,3,farmer asked about weather impact on onion
KARNATAKA,BELAGAVI,MOHADI,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-01-27T07:34:00,2025,1,farmer asked about sowing time turmeric crop
MADHYA PRADESH,UJJAIN,PAUNI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-16T23:55:00,2025,1,farmer asked about control blight attack in green gram 
TELANGANA,KARIMNAGAR,PUSAD,,AGRICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Sesame?,2025-01-26T19:37:00,2025,1,farmer asked about government subsidy for sesame
TELANGANA,KARIMNAGAR,UMARKHED,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about crop insurance for Turmeric?,2025-01-21T20:06:00,2025,1,farmer asked about crop insurance for turmeric
MADHYA PRADESH,BHOPAL,PAUNI,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-02-01T06:33:00,2025,2,farmer asked about harvestin time of groundnut
MAHARASHTRA,AKOLA,RALEGAON,,AGRICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-27T15:57:00,2025,2,farmer asked about market rate of green gram in pusad market 
UTTAR PRADESH,MEERUT,SAKOLI,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-05T17:01:00,2025,3,farmer asked about sowing time turmeric crop
MADHYA PRADESH,INDORE,SAKOLI,,AGRICULTURE,Market,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-22T15:56:00,2025,2,farmer asked about market rate of tur in latur market
UTTAR PRADESH,MEERUT,MOHADI,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about weed management in Cotton?,2025-02-08T05:22:00,2025,2,farmer asked about weed management in cotton
KARNATAKA,HUBBALLI,RALEGAON,,AGRICULTURE,Nutrient,Others,Seeds,Farmer asked about fertilizer dose for Green gram?,2025-02-06T07:03:00,2025,2,farmer asked about fertilizer dose for green gram
MADHYA PRADESH,UJJAIN,RALEGAON,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-09T00:50:00,2025,2,farmer asked about kisan credit card
UTTAR PRADESH,LUCKNOW,SAKOLI,,AGRICULTURE,Nutrient,Others,Weather,Farmer asked about nutrient spray for flowering in Tomato?,2025-01-17T19:49:00,2025,1,farmer asked about nutrient spray for flowering in tomato
MADHYA PRADESH,BHOPAL,RALEGAON,,AGRICULTURE,Nutrient,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-16T19:31:00,2025,3,farmer asked about fertilizer dose for soybean crop
UTTAR PRADESH,LUCKNOW,UMARKHED,,HORTICULTURE,Pest,Others,Seeds,Farmer asked about pest control in Groundnut?,2025-01-23T16:53:00,2025,1,farmer asked about pest control in groundnut
MADHYA PRADESH,BHOPAL,MOHADI,,HORTICULTURE,Other,Others,Weather,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-16T20:25:00,2025,2,famer asked about how to store turmeric rhizomes
UTTAR PRADESH,LUCKNOW,MOHADI,,HORTICULTURE,Other,Others,Weather,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-01-12T09:27:00,2025,1,farmer asked about spray for control of aphids jassids thrips whitefly attack on crop 
MAHARASHTRA,YAVATMAL,MOHADI,,HORTICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-01-01T23:45:00,2025,1,farmer asked about market rate of bengal gram
MAHARASHTRA,WARDHA,PAUNI,,HORTICULTURE,Pest,Others,Weather,Farmer asked about disease management in Chilli?,2025-02-05T23:59:00,2025,2,farmer asked about disease management in chilli
MAHARASHTRA,LATUR,UMARKHED,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-05T13:43:00,2025,1,farmer asked about agristack helpline number 
MADHYA PRADESH,UJJAIN,PUSAD,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about storage method for Groundnut?,2025-03-12T21:41:00,2025,3,farmer asked about storage method for groundnut
KARNATAKA,MYSURU,RALEGAON,,HORTICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-30T22:20:00,2025,1,farmer asked about market rate of turmeric crop
KARNATAKA,MYSURU,RALEGAON,,AGRICULTURE,Pest,Others,Nutrient Management,Farmer asked about disease management in Watermelon?,2025-02-23T11:52:00,2025,2,farmer asked about disease management in watermelon
TELANGANA,WARANGAL,RALEGAON,,AGRICULTURE,Other,Others,Government Schemes,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-11T22:51:00,2025,2,farmer asked about post harvest management in turmeric seed storage 
KARNATAKA,MYSURU,PAUNI,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-03-04T16:05:00,2025,3,farmer asked about which varieties are sutaible for pigeon pea crop production 
MAHARASHTRA,YAVATMAL,SAKOLI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-01-16T03:41:00,2025,1,farmer asked about sowing time turmeric crop
KARNATAKA,MYSURU,MOHADI,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-16T22:26:00,2025,2,farmer asked about control blight attack in green gram 
KARNATAKA,MYSURU,SAKOLI,,HORTICULTURE,Other,Others,Weather,Farmer asked about storage method for Green gram?,2025-01-07T13:42:00,2025,1,farmer asked about storage method for green gram
UTTAR PRADESH,MEERUT,RALEGAON,,HORTICULTURE,Weather,Others,Market,Farmer asked about weather impact on Groundnut?,2025-03-03T15:42:00,2025,3,farmer asked about weather impact on groundnut
UTTAR PRADESH,KANPUR,SAKOLI,,HORTICULTURE,Nutrient,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-21T07:53:00,2025,2,farmer asked about fertilizer dose for soybean crop
UTTAR PRADESH,KANPUR,RALEGAON,,HORTICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-20T20:53:00,2025,1,farmer asked about control blight attack in green gram 
UTTAR PRADESH,MEERUT,SAKOLI,,HORTICULTURE,Nutrient,Others,Seeds,Farmer asked about fertilizer dose for Rice?,2025-01-11T07:31:00,2025,1,farmer asked about fertilizer dose for rice
TELANGANA,WARANGAL,SAKOLI,,HORTICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-20T20:04:00,2025,3,farmer asked about control blight attack in green gram 
UTTAR PRADESH,MEERUT,PUSAD,,HORTICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-04T06:12:00,2025,3,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
KARNATAKA,HUBBALLI,SAKOLI,,HORTICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-01-08T06:00:00,2025,1,farmer asked about harvestin time of groundnut
KARNATAKA,HUBBALLI,PUSAD,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-02T03:52:00,2025,2,farmer asked about kisan credit card
UTTAR PRADESH,KANPUR,PAUNI,,HORTICULTURE,Nutrient,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-25T18:39:00,2025,1,farmer asked about fertilizer doses for citrus crop 
MADHYA PRADESH,BHOPAL,PAUNI,,HORTICULTURE,Scheme,Others,Government Schemes,Farmer asked about government subsidy for Cotton?,2025-01-05T02:15:00,2025,1,farmer asked about government subsidy for cotton
TELANGANA,WARANGAL,PAUNI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about sowing time of Wheat?,2025-02-06T15:18:00,2025,2,farmer asked about sowing time of wheat
TELANGANA,KARIMNAGAR,PAUNI,,AGRICULTURE,Other,Others,Nutrient Management,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-18T23:42:00,2025,2,farmer asked about spray for control of aphids jassids thrips whitefly attack on crop 
MAHARASHTRA,AKOLA,SAKOLI,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-22T06:46:00,2025,2,farmer asked about post harvest management in turmeric seed storage 
TELANGANA,WARANGAL,RALEGAON,,AGRICULTURE,Pest,Others,Government Schemes,Farmer asked about disease management in Maize?,2025-01-13T11:12:00,2025,1,farmer asked about disease management in maize
MAHARASHTRA,WARDHA,PAUNI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-03-12T06:06:00,2025,3,farmer asked about farmer id card problem
MADHYA PRADESH,BHOPAL,RALEGAON,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-27T08:50:00,2025,2,farmer asked about control of blight attack on paddy crop 
MADHYA PRADESH,INDORE,MOHADI,,HORTICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-02T04:22:00,2025,2,farmer asked about market information of soybean crop from wardha market 
TELANGANA,KARIMNAGAR,PAUNI,,AGRICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-01-03T20:15:00,2025,1,farmer asked about market rate of tur in latur market
MADHYA PRADESH,BHOPAL,PUSAD,,AGRICULTURE,Market,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-01-21T21:25:00,2025,1,farmer asked about market rate of green gram in pusad market 
UTTAR PRADESH,MEERUT,MOHADI,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-01-08T06:51:00,2025,1,farmer asked about control of blight attack on paddy crop 
TELANGANA,WARANGAL,PUSAD,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about weed management in Watermelon?,2025-02-15T07:40:00,2025,2,farmer asked about weed management in watermelon
TELANGANA,WARANGAL,UMARKHED,,HORTICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-15T20:02:00,2025,2,farmer asked about market rate of green gram in pusad market 
MADHYA PRADESH,UJJAIN,RALEGAON,,AGRICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-03T12:43:00,2025,3,farmer asked about market rate of tur in latur market
KARNATAKA,MYSURU,PAUNI,,HORTICULTURE,Pest,Others,Plant Protection,Farmer asked about pest control in Rice?,2025-02-10T04:27:00,2025,2,farmer asked about pest control in rice
TELANGANA,KARIMNAGAR,MOHADI,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about crop insurance for Pigeon pea?,2025-03-17T12:45:00,2025,3,farmer asked about crop insurance for pigeon pea
MADHYA PRADESH,BHOPAL,MOHADI,,HORTICULTURE,Other,Others,Market,Farmer asked about irrigation schedule for Cotton?,2025-01-13T17:13:00,2025,1,farmer asked about irrigation schedule for cotton
KARNATAKA,BELAGAVI,MOHADI,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-03-20T18:17:00,2025,3,farmer asked about pradhanmantri fasal bima yojana helpline number
TELANGANA,KARIMNAGAR,PAUNI,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-19T22:19:00,2025,3,farmer asked about agristack helpline number 
KARNATAKA,MYSURU,PAUNI,,AGRICULTURE,Market,Others,Plant Protection,Farmer asked about market rate of Green gram?,2025-01-12T16:42:00,2025,1,farmer asked about market rate of green gram
UTTAR PRADESH,KANPUR,PAUNI,,HORTICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-18T11:47:00,2025,1,farmer asked about control blight attack in green gram 
KARNATAKA,BELAGAVI,MOHADI,,HORTICULTURE,Nutrient,Others,Market,Farmer asked about fertilizer dose for Sesame?,2025-02-02T16:20:00,2025,2,farmer asked about fertilizer dose for sesame
MADHYA PRADESH,UJJAIN,PAUNI,,AGRICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Groundnut?,2025-01-17T19:19:00,2025,1,farmer asked about government subsidy for groundnut
